name,city,province,latitude,longitude,categories,primaryCategories,review_count,avg_rating
Litson Villas,Kittery,ME,43.09556,-70.74672,"Hotels and motels,Hotel and motel reservations,Resorts,Hotels,Lodging,Vacation Homes Rentals and Sales,Hotel",Accommodation & Food Services,2,4.0
Hampton Inn & Suites Springfield/Downtown,Springfield,MA,42.09365,-72.58233,"Hotel,Hotels and motels,Hotel and motel reservations,Travel agencies and bureaus,Hotels,Lodging,Corporate Lodging",Accommodation & Food Services,4,4.75
Best Western Hilliard Inn Suites,Hilliard,OH,40.03189,-83.11967,"Hotels,Lodging,Hotel",Accommodation & Food Services,2,2.5
Ramada Albuquerque East,Albuquerque,NM,35.0848,-106.52982,"Hotels,Hotels Motels,Hotel",Accommodation & Food Services,5,2.8
Best Western Mesquite Inn,Mesquite,NV,36.81078,-114.06258,"Hotel,Hotels,Lodging,Hotels Motels",Accommodation & Food Services,8,4.5
Colorado Belle Hotel And Casino,Laughlin,NV,35.15905,-114.57174,"Casino,Hotel,Hotels,Casino and Hotel",Accommodation & Food Services,17,3.764705882352941
Hilton Garden Inn Kankakee,Kankakee,IL,41.07975,-87.86492,"Hotel,Hotel Pool,Gym,Hotels,Lodging,Banquet Halls and Reception Facilities,Hotels & Motels,Budget Hotels",Accommodation & Food Services,7,4.428571428571429
Cameo Bar at Viceroy Santa Monica,Santa Monica,CA,34.008113,-118.490961,"Lounge,Hotel,Cocktail Bar,Restaurant,Hotels,Hotel Bar,Other Nightlife",Accommodation & Food Services,12,4.25
Holiday Inn Express & Suites Tupelo,Tupelo,MS,34.2793,-88.7154,"Hotel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Resorts,Beach Hotels,Budget Hotels,Lodging,Business Hotels,Hotels & Motels",Accommodation & Food Services,1,3.0
Sleep Inn & Suites Van Buren,Van Buren,AR,35.46072,-94.34663,"Hotel,Hotels",Accommodation & Food Services,1,4.0
Fiesta Henderson Hotel & Casino,Henderson,NV,36.033985,-115.009712,"Casino,Hotel,Resort,Casino and Hotel,Hotels",Accommodation & Food Services,3,3.0
Drury Inn Suites San Antonio Riverwalk,San Antonio,TX,29.42502,-98.49142,"Lodging,Motels,Hotels,Hotel",Accommodation & Food Services,5,4.0
Red Parrot Cafe @ Breakers Resort,Myrtle Beach,SC,33.700295,-78.870903,"Caf,Hotel Bar,Hotels,Hotel,Resort",Accommodation & Food Services,2,4.5
Drury Inn Suites San Antonio North Stone Oak,San Antonio,TX,29.61112,-98.48205,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,1,4.0
Hampton Inn Suites Dallas-Arlington North-Entertainment District,Arlington,TX,32.76293,-97.07276,"Hotels,Lodging,Corporate Lodging,Hotels and motels,Hotel",Accommodation & Food Services,3,4.333333333333333
Days Inn Portage,Portage,WI,43.48439,-89.49887,"Hotels and motels,Hotels,Lodging,Corporate Lodging,Motels,Hotel",Accommodation & Food Services,3,2.6666666666666665
The Niantic Inn,Niantic,CT,41.3232,-72.197,"Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotel,Hotels,Lodging,Bed & Breakfast & Inns,Motels,B&bs / Inns",Accommodation & Food Services,1,3.0
Americas Best Value Inn-weatherford,Weatherford,OK,35.535046,-98.6996,"Hotels and motels,Hotel and motel reservations,Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,1,1.0
Village Inn & Suites,Marysville,WA,48.050396,-122.18249,"Hotels and motels,Hotel",Accommodation & Food Services,3,2.0
Hyatt Place Dallas Plano,Plano,TX,33.04191,-96.8286,"Hotels and motels,Restaurants,American restaurants,Hotel,Gym,Hotels",Accommodation & Food Services,6,4.333333333333333
Courtyard Columbia,Columbia,MD,39.191868,-76.816211,"Hotel,Hotels Motels,Convention & Meeting Facilities & Services,Hotels,Hotels & Motels",Accommodation & Food Services,3,4.666666666666667
Element Basalt - Aspen,Basalt,CO,39.353466,-106.99875,"Hotel,Hotels,Lodging,Hotel and Motel Consultants,Motels,Hotels and motels,Hotels & Motels",Accommodation & Food Services,2,4.5
Baton Rouge Marriott,Baton Rouge,LA,30.42318,-91.13407,"Hotel,Hotels,Hotel Mid City South",Accommodation & Food Services,3,3.0
Seaside Inn,Isle of Palms,SC,32.7848,-79.7901,"Hotel,General Travel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Resorts,Business Hotels,Budget Hotels,Hotel and General Travel",Accommodation & Food Services,2,2.0
Hampton Inn Myrtle Beach-Northwood,Myrtle Beach,SC,33.74784,-78.82125,"Hotel,Hotels,Lodging,Corporate Lodging,Luxury Hotels,Golf Resorts,Family-Friendly Hotels,Hotels & Motels,Business Hotels,Beach Hotels,Resorts,Weekend Getaway Hotels,Tourist Hotels",Accommodation & Food Services,1,3.0
Comfort Suites Highlands Ranch Denver Tech Center Area,Littleton,CO,39.565,-104.907,"Hotel,Hotels and motels,Restaurants,American restaurants,Hotels Motels,Hotels",Accommodation & Food Services,7,4.142857142857143
Desert Hills Motel,Tulsa,OK,36.14724,-95.91823,"Hotels,Lodging,Motels,Hotels Motels,Hotel,Bed & Breakfast & Inns",Accommodation & Food Services,1,5.0
Days Inn Fort Wayne,Fort Wayne,IN,41.13101,-85.15459,"Hotels,Lodging,Motels,Hotels and motels,Hotels Motels,Budget Hotels,Hotel",Accommodation & Food Services,6,3.3333333333333335
Hampton Inn Suites Detroit-Canton,Canton,MI,42.31971,-83.44639,"Hotels,Lodging,Corporate Lodging,Hotels and motels,Hotel",Accommodation & Food Services,2,4.5
Quality Inn Troy,Troy,OH,40.037395,-84.20315,"Corporate Lodging,Hotels,Motels,Hotel",Accommodation & Food Services,1,5.0
Hampton San Diego-Kearny Mesa,San Diego,CA,32.83355,-117.14297,"Hotel,Gym / Fitness Center,Hotels",Arts Entertainment & Recreation,2,4.0
Inn At The 5th,Eugene,OR,44.0532,-123.0895,"Hotels and motels,Hotels Motels,Hotel",Accommodation & Food Services,6,5.0
Atlas Motel,Cheyenne,WY,41.12678,-104.83076,"Hotels and motels,Motels,Lodging,Hotels,Hotels Motels,Hotel",Accommodation & Food Services,2,3.0
Hampton Inn-elmira/horseheads,Horseheads,NY,42.16242,-76.87095,"Hotels and motels,Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,7,4.285714285714286
Home2 Suites By Hilton Gainesville,Gainesville,FL,29.63209,-82.33906,"Hotels and motels,Hotels,Lodging,Hotel",Accommodation & Food Services,4,5.0
Hilton Garden Inn Akron,Akron,OH,41.06439,-81.48047,"Hotels,Lodging,Hotels and motels,Hotel",Accommodation & Food Services,2,5.0
"Country Inn & Suites By Carlson, Annapolis,",Annapolis,MD,38.98574,-76.556302,"Hotels and motels,Hotel and motel reservations,Hotel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Budget Hotels,Bed Breakfasts,Business Hotels,Hotels",Accommodation & Food Services,2,5.0
Americas Best Value Inn-east Syracuse,East Syracuse,NY,43.091,-76.08463,"Hotels and motels,Hotel and motel reservations,Motels,Hotels,Lodging,Hotel",Accommodation & Food Services,3,3.6666666666666665
Alakai Hotel & Suites,Wisconsin Dells,WI,43.60151,-89.79317,"Hotels and motels,Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,1,5.0
My Place Hotel-dickinson Nd,Dickinson,ND,46.90788,-102.7907,"Hotels and motels,Hotels,Lodging,Motels,Hotels Motels,Hotel",Accommodation & Food Services,1,2.0
Blue Jay Motel,Hampton,NH,42.9022,-70.8149,"Hotels and motels,Hotels Motels,Motels,Hotels,Lodging,Hotel",Accommodation & Food Services,2,5.0
W Los Angeles - West Beverly Hills,Los Angeles,CA,34.06305,-118.44096,"Hotel,Hotels,Lodging",Accommodation & Food Services,1,3.0
Dillon Motel,Manitou Springs,CO,38.85891,-104.89431,"Motels,Lodging,Hotels,Hotels and motels,Hotels Motels,Hotel",Accommodation & Food Services,4,3.75
Americas Best Value Inn Bighorn Lodge,Grand Lake,CO,40.25294,-105.82526,"Hotels,Lodging,Motels,Hotel,Hotels Motels",Accommodation & Food Services,1,4.0
Best Western Inn Suites,Ontario,OR,44.02684,-116.94428,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,1,5.0
Vail Racquet Club Mountain Resort,Vail,CO,39.62999,-106.29008,"Hotels,Resorts,Restaurants,Resort,Hotel Pool,Hotel",Accommodation & Food Services,1,5.0
Grand Imperial Hotel,Silverton,CO,37.811882,-107.66423,"Hotels,Motels,Lodging,Hotels Motels,Hotel,Restaurants,Hotels & Motels",Accommodation & Food Services,6,4.166666666666667
Cougar Land Motel,Pullman,WA,46.73,-117.18244,"Motels,Hotels,Lodging,Hotels Motels,travel,Hotel",Accommodation & Food Services,2,4.0
Prospector Motel,Grand Junction,CO,39.04702,-108.56514,"Motels,Hotels,Hotel",Accommodation & Food Services,1,4.0
Church Landing at Mill Falls,Meredith,NH,43.65495,-71.49751,"Hotel,Resort,Event Space,Hotels",Accommodation & Food Services,3,5.0
The Winnfield Lodge,Winnfield,LA,31.92594,-92.64767,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,1,1.0
The Benson Hotel,Portland,OR,45.521848,-122.678415,"Hotel,Hotels and motels,Hotels,Budget Hotels,Business Hotels,Tourist Hotels,Hotels Motels,Family-friendly Hotels",Accommodation & Food Services,23,4.3478260869565215
Best Western Paradise Inn of Nephi,Nephi,UT,39.69372,-111.83562,"Hotels,Hotels Motels,Hotel",Accommodation & Food Services,4,4.75
Americas Best Value Inn - Corpus Christi/Port Aransas,Port Aransas,TX,27.83087,-97.06528,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,1,4.0
Residence Inn Portland North / Vancouver,Vancouver,WA,45.654667,-122.59107,"Hotel,Motel,Hotels Motels,Hotels,Lodging",Accommodation & Food Services,3,4.666666666666667
Best Western Yuba City Inn,Yuba City,CA,39.13865,-121.63607,"Hotels,Lodging,Hotel and motel mgmt.,Hotels and motels,Hotel,Family-friendly Hotels,Hotels Motels,Budget Hotels,Business Hotels,Corporate Housing,Hotels & Motels",Accommodation & Food Services,1,3.0
Hummingbird Inn,Ojai,CA,34.44924,-119.2307,"Hotels,Lodging,Hotel,Hotels and motels,Hotel and motel reservations,Hotels Motels",Accommodation & Food Services,2,4.0
Best Western Black Hills Lodge,Spearfish,SD,44.49275,-103.85212,"Hotel,Hotels,Lodging,Hotels Motels,Family-friendly Hotels,Budget Hotels,Business Hotels,Hotels & Motels,Motels",Accommodation & Food Services,5,3.6
Holiday Inn Ft. Lauderdale-Airport,Hollywood,FL,26.03424,-80.16679,"Hotel,Conference Room,Meeting Room,Hotels",Accommodation & Food Services,8,4.0
Best Western Kings Quarters,Doswell,VA,37.84266,-77.45064,"Hotel,Hotels",Accommodation & Food Services,7,2.857142857142857
Americana Hotel,Arlington,VA,38.8608,-77.05239,"Hotel,Hotels and motels",Accommodation & Food Services,6,3.6666666666666665
Holiday Inn Express & Suites Newport South,Newport,TN,35.9458,-83.2056,"Hotel,Hotels Motels,Family-Friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Resorts,Beach Hotels,Budget Hotels,Lodging,Business Hotels,Banquet Rooms,Reception Centers,Hotels & Motels,Wedding Sites",Accommodation & Food Services,2,3.5
Siena Suites,Las Vegas,NV,36.08412,-115.03031,"Corporate Lodging,Hotels,Lodging,Motels,Hotels and motels,Hotel",Accommodation & Food Services,5,3.8
Aloft Denver Downtown,Denver,CO,39.74493,-104.99473,"Hotels,Lodging,Hotels and motels,Hotel,Hotel Central Business District",Accommodation & Food Services,1,5.0
Courtyard Chattanooga Downtown,Chattanooga,TN,35.05441,-85.31156,"Hotels,Hotel",Accommodation & Food Services,5,4.0
Hampton Inn New Bedford/Fairhaven,Fairhaven,MA,41.64345,-70.8845,"Hotels,Lodging,Corporate Lodging,Hotels and motels,Hotel,Hotels Motels",Accommodation & Food Services,2,4.5
Ocean Drive Villas,Hollywood,FL,26.02265,-80.1164,"Motels,Hotels and motels,Hotel",Accommodation & Food Services,2,3.5
Hampton Inn West Palm Beach Central Airport,West Palm Beach,FL,26.695874,-80.075042,"Hotel,Hotels and motels",Accommodation & Food Services,6,4.833333333333333
The Mills House Wyndham Grand Hotel,Charleston,SC,32.7777,-79.9312,"Hotel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Luxury Hotels,Resorts,Beach Hotels,Budget Hotels,Lodging,Business Hotels",Accommodation & Food Services,58,4.517241379310345
Hyatt Place Milford,Milford,CT,41.231083,-73.029299,"Hotels and motels,Hotel and motel reservations,Restaurants,Hotels",Accommodation & Food Services,6,4.5
Best Western Plus Richmond Inn & Suites-Baton Rouge,Baton Rouge,LA,30.4239,-91.1319,"Hotel,Event Planning,Corporate Housing,Hotels",Accommodation & Food Services,10,4.0
"Country Inn & Suites By Carlson, Marinette, WI",Marinette,WI,45.08529986,-87.65248137,"Hotel,Hotels and motels,Hotel and motel reservations,Hotels Motels,Budget Hotels,Family-friendly Hotels",Accommodation & Food Services,1,3.0
Baymont Inn & Suites-holland,Holland,MI,42.775562,-86.07773,"Hotels and motels,Hotel and motel reservations,Hotel,Hotels Motels,Hotels & Motels",Accommodation & Food Services,2,2.0
Holiday Inn Express & Suites Carmel-north Indianapolis,Carmel,IN,40.009003,-86.12542,"Hotels and motels,Hotel,Hotels",Accommodation & Food Services,7,3.2857142857142856
Hilton Garden Inn Nashville Brentwood,Brentwood,TN,36.02837,-86.78824,"Hotels and motels,Lodging,Hotels,Hotel",Accommodation & Food Services,1,5.0
Days Inn Faribault,Faribault,MN,44.32076,-93.29714,"Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,2,4.0
Days Inn-ellis,Ellis,KS,38.94734,-99.55955,"Hotels and motels,Hotel and motel reservations,Hotels,Lodging,Motels,Hotels Motels,Hotel",Accommodation & Food Services,2,4.0
Hampton Inn & Suites Dickinson,Dickinson,ND,46.89819,-102.78512,"Hotel,Hotels,Lodging,Corporate Lodging,Hotels and motels",Accommodation & Food Services,1,5.0
Courtyard Scranton Wilkes-Barre,Moosic,PA,41.36367,-75.68512,"Hotel,Hotels Motels",Accommodation & Food Services,6,4.166666666666667
Best Western Twin Islands,Gatlinburg,TN,35.71355,-83.51152,"Hotel,Hotels",Accommodation & Food Services,36,4.083333333333333
Morongo Casino Resort & Spa,Cabazon,CA,33.9216,-116.800735,"Casino,Hotel,Resort,Spa,Hotels",Accommodation & Food Services,1,4.0
Aloft Detroit at The David Whitney,Detroit,MI,42.33588,-83.05027,"Hotel,Hotels and motels,Hotels,Lodging",Accommodation & Food Services,2,4.0
Fairfield Inn & Suites Indianapolis Downtown,Indianapolis,IN,39.767114,-86.168269,"Hotel,Hotels",Accommodation & Food Services,7,4.142857142857143
Hotel Indigo Pittsburgh East Liberty,Pittsburgh,PA,40.46242,-79.924934,"Hotel,Conference Room,Meeting Room,Hotels and motels,Hotels & Motels,Family-Friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Luxury Hotels,Resorts,Boutique Hotels,Beach Hotels,Lodging,Business Hotels",Accommodation & Food Services,1,5.0
DoubleTree by Hilton Hotel Orlando at SeaWorld,Orlando,FL,28.418021,-81.460006,"Hotel,Conference Room,Meeting Room,Hotels,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Luxury Hotels,Boutique Hotels,Budget Hotels,Bars Clubs,Business Hotels,Conference Convention Centers",Accommodation & Food Services,2,4.0
Days Inn,Davenport,IA,41.55378,-90.52734,"Hotel,Resort,Hotels Motels,Hotels,Lodging,Motels,Corporate Lodging",Accommodation & Food Services,1,5.0
The Westin Washington Dulles Airport,Herndon,VA,38.958011,-77.41702,"Hotel,Airports,Hotels and motels,Hotels & Motels",Accommodation & Food Services,3,4.666666666666667
Best Western Wapakoneta Inn,Wapakoneta,OH,40.5601,-84.17172,"Lodging,Hotels,Hotel,Hotels Motels",Accommodation & Food Services,2,4.5
Hampton Inn Suites Monroe,Monroe,LA,32.49287,-92.05618,"Hotels,Lodging,Corporate Lodging,Hotels and motels,Hotel",Accommodation & Food Services,1,5.0
Hampton Inn Galax,Galax,VA,36.68654,-80.88493,"Hotels,Lodging,Corporate Lodging,Hotels and motels,Hotel",Accommodation & Food Services,1,5.0
Hampton Inn Lebanon,Lebanon,KY,37.565834,-85.26681,"Hotels,Corporate Lodging,Lodging,Hotels & Motels,Hotel",Accommodation & Food Services,2,5.0
Red Lion Inn Suites Denver Airport,Denver,CO,39.82397,-104.77112,"Hotels,Motels,Hotel",Accommodation & Food Services,6,4.166666666666667
Mesa Verde Motel,Mancos,CO,37.34726,-108.28728,"Motels,Hotels,Lodging,Hotels and motels,Hotel and motel reservations,Hotel,Hotels Motels",Accommodation & Food Services,1,4.0
The Norwood Inn,Norwood,CO,38.13104,-108.29169,"Hotels,Motels,Hotels Motels,Hotel",Accommodation & Food Services,2,5.0
Residence Inn Decatur Forsyth,Forsyth,IL,39.92003,-88.95218,"Hotels,Lodging,Hotel,Travel & Transport,Hotels & Motels",Accommodation & Food Services,1,5.0
Americas Best Value Inn Grand Junction,Grand Junction,CO,39.11415,-108.53428,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,1,4.0
Best Western Casino Inn,Vinton,LA,30.14833,-93.63858,"Hotels,Lodging,Hotels and motels,Hotels Motels,Hotel,Motels",Accommodation & Food Services,1,3.0
Rodeway Inn Suites Downtowner-Rte 66,Williams,AZ,35.25156,-112.18606,"Hotels,Motels,Lodging,Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,6,4.166666666666667
Port Motel,Port Allegany,PA,41.82098,-78.28738,"Motels,Lodging,Hotels and motels,Hotels Motels,Hotel,Hotels",Accommodation & Food Services,1,4.0
Ramada Oklahoma City Near Bricktown,Oklahoma City,OK,35.46475,-97.47555,"Hotels,Hotels and motels,Hotel",Accommodation & Food Services,15,2.8666666666666667
"Ambassador Hotel Oklahoma City, Autograph Collection",Oklahoma City,OK,35.4803,-97.52074,"Hotels,Hotels and motels,Hotel,Hotel and Resort",Accommodation & Food Services,6,4.166666666666667
Residence Inn Indianapolis Carmel,Carmel,IN,39.96157,-86.15636,"Hotel,Hotels Motels",Accommodation & Food Services,1,4.0
Staybridge Suites Indianapolis-Carmel,Indianapolis,IN,39.945827,-86.154526,"Hotel,Conference Room,Meeting Room,Hotels and motels,Hotels",Accommodation & Food Services,3,4.333333333333333
Hilton Garden Inn Jonesboro,Jonesboro,AR,35.81178,-90.67494,"Hotel,Hotels,Lodging",Accommodation & Food Services,1,5.0
Best Western Plus The Inn at King of Prussia,King of Prussia,PA,40.084095,-75.388275,"Hotel,Hotels Motels,Lodging,Corporate Housing,Hotels,Accommodations & Lodging,Motels",Accommodation & Food Services,8,4.625
Best Western Plus Rama Inn,Redmond,OR,44.25143,-121.18567,"Hotels,Lodging,Hotel and motel mgmt.,Hotels and motels,Hotel and motel reservations,Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Business Hotels",Accommodation & Food Services,6,3.5
Best Western Plus Tupelo Inn & Suites,Tupelo,MS,34.29909,-88.70694,"Hotel,Hotels,Lodging,Banquet Halls and Reception Facilities,Hotels Motels",Accommodation & Food Services,5,4.6
Best Western Hampton Coliseum Inn,Hampton,VA,37.03927,-76.38634,"Hotels,Lodging,Hotels and motels,Family-friendly Hotels,Tourist Hotels,Hotels Motels,Budget Hotels,Business Hotels,Corporate Housing,Hotel",Accommodation & Food Services,2,4.5
Hampton Inn Suites Leesburg,Leesburg,VA,39.10693,-77.54327,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,3,4.0
Jack Huff's,Gatlinburg,TN,35.71036,-83.51405,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,1,5.0
Old Colonial Motel,Old Orchard Beach,ME,43.51116,-70.37732,"Hotels,Lodging,Motels,Resorts,Hotel",Accommodation & Food Services,1,5.0
Americas Best Value Inn Jonesville,Jonesville,NC,36.20057,-80.81212,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,2,3.0
Harrison Street Inn,Cannon Beach,OR,45.89084,-123.96149,"Hotels,Motels,Hotel,B&bs / Inns",Accommodation & Food Services,1,3.0
"Home2 Suites by Hilton Erie, PA",Erie,PA,42.046,-80.08098,"Hotels,Lodging,Hotels and motels,Hotel",Accommodation & Food Services,7,3.7142857142857144
Hilton Garden Inn Buffalo Downtown,Buffalo,NY,42.88597,-78.87359,"Hotels,Lodging,Hotel,Hotel Central Business District",Accommodation & Food Services,3,4.0
